TEST_NAME	MEASUREMENT_UNIT	TEST_ID	n_subjects
f-cldnhok	NA	21865	157
-mygenho	NA	20962	157
p-psa-v	ug/l	1604814	157
fp-transferriini	g/l	4567	157
p-heparm	NA	18390	157
-chtrnho	NA	20958	157
pt-spird-x	NA	623355	157
psa-v/psa	NA	610015	157
-trvanho	NA	20960	157
f-hhb	ug/g	6455	157
b-hladpbd	NA	4538	157
p-pg1/pg2	NA	10516	157
ly-nk	NA	10975	157
helicobacterpylori,antigeeni	NA	3952	157
p-psa-v	NA	610014	157
b-hlacdt	NA	4737	157
s-kelia-l	NA	0645	157
u-huum6a	NA	10145	157
s-ye-col9	NA	10522	156
l-ly	e9/l	0366	156
p-glu/0	mmol/l	632914	156
virtsam.	NA	637191	156
s-afp	NA	1001040	156
p-inr-avh	NA	6560	156
s-hepatiittib-virus,s-antigeeni	NA	9474	156
b-hbf-fc	NA	6335	156
hevonee	u/ml	9841	156
kolesteroli,highdensitylipoproteiinit	mmol/l	6431	156
-cv19ag	NA	655182	156
s-album	g/l	14346	156
p-adam13	%	20695	156
p-il6	NA	4842	156
s-beta-2	g/l	14350	156
s-klotsa	nmol/l	7003964	156
s-puumab	NA	3001775	156
e-rdw	%	10001	156
s-pölyer	NA	641764	156
fb-b1-vit	NA	4948	156
s-kelisu	NA	615866	156
s-ye-col3	NA	10521	156
s-alfa-2	g/l	14348	156
pd-krea	umol/l	2144	156
b-ckmbmv	NA	0116	156
b-myogl-v	NA	0113	156
s-hi-virus,antigeenijavasta-aineet	NA	9473	156
s-mta	NA	646820	156
s-mg-ion	NA	13745	156
s-hivagab	NA	605784	156
immi	NA	8744	156
s-gamma	g/l	14351	156
verikaasuanalyysi,kapillaariveri	NA	3648	156
p-psa-suh	%	2900845	156
s-alfa-1	g/l	14347	156
li-borrabg	wme	4200	156
b-t-cd3	NA	10977	155
s-smab	NA	3003324	155
b-neut	e9/l	14125	155
s-he4	pmol/l	8158	155
b-hlaadt	NA	4739	155
p-tnt	NA	2629464	155
s-mycoplasmapneumoniae,iggvasta-aineet	eiu	4150	155
s-asat	NA	1128	155
s-rcora8e	u/ml	20811	155
-gcnho	NA	3628623	155
ph,seerumista	NA	11554	155
b-fidd	NA	4113	155
koira,hils	u/ml	238	155
s-dmklots	nmol/l	6004208	155
testosteroni	nmol/l	2735	155
-crp-o	NA	91217	155
l-ly	%	45	155
s-afmaks1	u/l	10482	155
koivue	u/ml	9838	155
s-alfa-2	g/l	10146	155
fp-pth	ng/l	600441	155
s-hepatiittib-virus,s-antigeeni,vasta-aineet	miu/ml	1608	155
s-goodpk	NA	54025	155
b-crp-pika	NA	170	155
omaastmat	NA	620126	155
u-erytrosyytit	NA	1344	155
s-beeta-2	g/l	10148	155
s-beeta-1	g/l	10147	155
dnauut1	NA	14023	155
b-t-cd8	NA	10980	155
u-väliepi	u/field	0624	155
s-gamma	g/l	10149	155
b-hladqbd	NA	4537	155
l-monos	%	9000	155
li-lzm	mg/l	2287	155
s-alfa-1	g/l	10145	155
ts-makon-d	NA	20820	155
u-leuk	NA	1615357	155
b-hlabdt	NA	4738	155
sieni,viljely	NA	2631	154
crp-vieri	NA	12	154
oma-kol	NA	609397	154
ts-pad-0-u	NA	21377	154
b-hba1c/pika	mmol/mol	2644721	154
dpteroe	u/ml	9844	154
pt-gfre-md	NA	619590	154
ts-pad-3	NA	1104056	154
b-sively	NA	10102	154
u-levyep	NA	651820	154
p-t3-v	pmol/l	7037276	154
oma-b-fidd	mg/l	57050	154
s-rnpab	NA	3003317	154
u-color	NA	21391	154
fe-folaatt	nmol/l	14140	154
pd-urea	mmol/l	4364	154
cu-alb-mi	ug/min	104084	154
b-hba1c	mmol/mol	624874	154
u-leuk-de	NA	21415	154
puheaudio	NA	10093	154
p-psa-v	ug/l	104254	154
pt-utp-3	NA	768	154
s-enaab	NA	7033478	154
p-tfr	mg/l	10015175	154
pt-ekg-fal	NA	21875	154
u-osmole	mosm/kgh2o	2900806	154
p-ca-albk	NA	607257	154
p-glu/1h	mmol/l	632915	154
s-tymidk	NA	3654	153
s-psa-suh	NA	4868	153
p-trigly	NA	3663261	153
u-lier	NA	1615358	153
ts-colseul	NA	23607	153
s-w-h:i	titre	9267	153
oma-u-kemseul	NA	1601500	153
l-suuretvärjääntymättömätsolut	%	373	153
s-il2r	u/ml	4269	153
fp-glukr0	mmol/l	0875	153
s-osmol	mo/kgh2o	2443	153
b-lyp	%	10545	153
ps-strvi	NA	10000	153
sukup1	NA	10106	153
b-varaspr	NA	0127	153
bio-nla-b	NA	629993	153
glomerulussuodosnopeus,estimoitu,kreatiniini-kystatiinic-kaava	ml/min/173m2	10300	153
b-tb1	NA	20469	153
b-kllfish	NA	8930	153
b-leukosyytit,erittelylaskenta,koneellinen	NA	338	153
b-tb2	NA	20470	153
s-prot+fr	NA	2522	153
pt-omaekg	NA	55	153
sk-padnerv	NA	6413	153
p-bil	umol/l	1604616	153
p-tyroksiini,vapaa(ko)	pmol/l	2836	153
as-neut+eo	%	13404	153
-mycohe	NA	4245	153
pt-gluk-r	NA	3945756	153
fs-pp	NA	4628	153
b-crp-vt	mg/l	6592	152
b-veriryhmävasta-aineet,raskaudenaikaiset(äidinnäyte)	NA	4469	152
s-koirae	u/ml	53065	152
p-crp-oma	NA	2629404	152
pt-dehglur	NA	9094	152
b-hb-pt	g/l	P247	152
p-fidd,tk	NA	609431	152
s-adalimu	mg/l	13210	152
p-tkfiddo	NA	3003939	152
p-glu/2h	mmol/l	632917	152
s-ccpab	u/ml	1605049	152
ps-srtep,tk	NA	630919	152
s-mkomp-2	g/l	10753	152
b-hba1c,t	NA	9757	152
b-hladrld	NA	4542	152
bmind	kg/m2	10007	152
retikulosyytit,indeksi	osuus	9200	152
u-huum-o	NA	1004221	152
näytteenotto	NA	8001	152
s-mkomp-1	g/l	10752	152
pt-galt1/2	min	10432	152
fs-lipidit,paketti(kol,hdl,trigly,ldl)	NA	2245	152
p-d-25	nmol/l	629247	152
u-baktjvi.	NA	625865	152
lateksi	NA	490	152
b-suuretvärjäytymättömätsolut	e9/l	369	152
transferriininrautakyllästeisyys	%	4606	152
ts-braf-d	NA	11217	152
u-prot-de	NA	21419	152
s-kardabg	gpl	3609	152
afer-trom	e9/l	10324	152
14353	g/l	14353	151
s-gbmif	NA	167	151
k2-vitamiini,menakinoni-7(mk7)osatutkimus	ug/l	10454	151
gran	%	10645	151
ts-padgyn	NA	5004	151
pt-gfre-md	NA	625516	151
globuliini	mg/l	10830	151
mns	%	11023	151
b-la	form	2203	151
-lymph	%	41404	151
afer-hkr	osuus	11626	151
li-pin1abg	NA	1905	151
-palovvi	NA	21564	151
-mono	%	41400	151
pt-näesiv	NA	20961	151
u-amfetct	NA	1810	151
fp-ca	NA	604426	151
p-inrpika	NA	6560	151
s-psa-v/t	%	0225	151
u-krea	mmol/l	1658925	151
-eos	%	41401	151
f-calpro	NA	604353	151
nakglupika	NA	8571	151
pika-crp	NA	0901	151
-neut	%	41403	151
blankko	NA	99999	151
s-b12-tc2	pmol/l	604256	151
emäsylimäärä,kapillaariveri	mmol/l	5400	151
fs-monab-o	NA	2360	151
albumiini	mg/l	10831	151
-baso	%	41402	151
ab-ph-vt	NA	11569	151
li-gluk	NA	3001470	151
til.yks.	NA	Til2201	151
afer-diffi	NA	10326	151
l-monosyytit	%	372	151
pt-fvspdo6	NA	6008	150
f-calpro	NA	1665000	150
u-nitr-de	NA	21416	150
fp-kol	NA	2605284	150
e-mch	pg	5000	150
s-crp-o	form	1217	150
oma,pvk+t	NA	10004	150
f-cldtnho	NA	7368641	150
s-hevonee	NA	1605088	150
s-reumapa	NA	10130	150
p-b2gpabg	NA	1713	150
cladhee	u/ml	9845	150
u-keto-de	NA	21418	150
p-c1inh	g/l	1209	150
u-hb-dec	NA	21414	150
hepynho	NA	6314	150
s-tsh-peg	mu/l	7033219	150
sy-leuk	NA	3003080	150
b-tnt-oho	NA	9741	150
p-crp-poc	NA	45940	150
b-retind	osuus	3009200	150
p-ck-mbm	ug/l	605330	150
u-gluk-de	NA	21417	150
oma-strag	NA	57053	150
cb-leuk-hy	NA	0894	150
b-hbpika	g/l	6540	150
e-mchc	g/l	5001	150
as-mononuk	%	172	150
pika-gluk	mmol/l	601454	150
s-ebvab	NA	3001335	150
u-prot-fr	NA	1002523	150
p-k-ses	mmol/l	0751	149
sy-leuk	e6/l	3003080	149
opiaatit(kval)	NA	23271	149
b-hba1c	NA	1624667	149
metadoni,kval	NA	23272	149
u-pienep	NA	651821	149
b-nphs1-d	NA	4676	149
elektroneuromyografia,rannekanava	NA	9850	149
s-tygl	NA	3002828	149
s-ccpab	NA	606016	149
glukr1h	mmol/l	0111	149
fl-trhi-vi	NA	3512	149
pt-enmg-2	NA	2101302	149
b-ghb-a1c	NA	1101560	149
b-fosfatidyylietanoli,verestä	NA	10374	149
kokaiini,kval	NA	23270	149
b-bas	%	3157	149
fp-kol	mmol/l	602854	149
s-tpha	NA	3002759	149
s-trpaab	NA	609151	149
b-hbhplc	NA	8399	149
-punavs2	NA	0551	149
p-ig	NA	616315	149
b-erytroblastit,absoluuttiset,automaattidiffi	NA	8518	149
p-uraat	NA	7010056	149
cp-gluk-lb	NA	8184	149
pt-meeting	NA	11207	149
sy-eos	%	0968	149
f-shigvi	NA	102620	149
mb-ahco3	mmol/l	5403	149
s-pölyer	NA	507	149
b-tnt-vt	NA	6593	149
fp-pth	ng/l	7370801	149
s-hepyab	NA	609451	149
cb-bil	umol/l	4867	149
fp-kol-ldl	mmol/l	602856	149
hepatiitticvirus,antigeenijavasta-aineet,yhdistelmätutkimus	NA	23392	149
-tbvr	NA	3002813	149
10503	mmol/l	10503	149
amfetamiini,kval	NA	23266	149
buprenorfiini,kval	NA	23268	149
s-sentbab	NA	10454	149
kannabis,kval	NA	23269	149
bentsodiatsepiinitkval	NA	23267	149
p-probnp	NA	2645000	148
u-välimep	u/field	325	148
p-ca-ion	mmol/l	1604770	148
bio-nla-p	NA	629994	148
p-probnp	NA	608314	148
s-rvesv5e	u/ml	20724	148
f-yersvi	NA	102989	148
s-b2gpabm	NA	624363	148
-eryt	e6/l	20020	148
li-prot	NA	3002514	148
pt-gluk-r6	NA	630877	148
-lähete	NA	9300	148
li-unäkö-n	NA	3008516	148
p-sldl	NA	114	148
f-noronho	NA	617484	148
s-rvesv1e	u/ml	21168	148
f-campvi	NA	102021	148
u-ubg-o	NA	2900	148
p-inr	NA	605212	148
kreatiniini(u-maniposat.)	mmol/l	0797	148
10299	NA	10299	148
ab-hco3-st	NA	9314	148
inr,tk	NA	604590	148
p-hok	NA	19267	148
ns-mrsavi	NA	45443	148
pf-amyl	NA	3141	148
s-risper	nmol/l	1930	148
rinnanpaksuneulabiopsianhistologinentutkimus	NA	6144	148
bioneuvola	NA	629992	147
s-ige	u/ml	101673	147
cb-gluk-v	NA	1469	147
s-digoks	nmol/l	101256	147
l-eosin	NA	45078	147
tth-paketti	NA	9052	147
s-hcgbv/d	NA	3636087	147
p-fviiit	%	14002	147
pikainr	NA	605449	147
s-flekain	umol/l	3702	147
-aerobivi	NA	554	147
e-rdw	%	622255	147
s-b2miglo	NA	1171	147
p-rf	iu/ml	648793	147
u-mygenho	NA	21507	147
eosinofiilit-osuus(diffi)	%	11584	147
pt-vitrif	NA	50431	147
monosyytit-osuus(diffi)	%	11583	147
-anaerobi	NA	555	147
s-karba	NA	3002027	147
s-puumab	NA	7035466	147
pt-eneg-1	NA	1101306	147
s-ccpab	NA	1613816	147
fp-pi	mmol/l	604423	147
lymfosyytit-osuus(diffi)	%	11582	147
pt-gfreepi	NA	9006	147
basofiilit-osuus(diffi)	%	11585	147
s-olants	nmol/l	3001900	147
ghb-a1c(vo.hoitaja)	NA	akivo0015	147
-infrsvnho	NA	9016	147
b-tcr-d	NA	3904	147
pt-enmg-my	NA	1310	147
s-mantele	u/ml	8764	147
s-kissae	u/ml	53063	147
-esblvi	NA	620383	147
tntvieri	NA	9102	147
s-afos-is	NA	617864	147
audit	NA	602981	147
neutrofiilit-osuus(diffi)	%	11581	147
lisäv2	NA	8726	147
p-crp	NA	602852	147
b-hb	NA	3629410	146
s-vzvabg	NA	3004467	146
p-ca-albk	NA	629090	146
pt-spiro-x	NA	632880	146
s-iglc-v	NA	606139	146
glomerulussuodosnopeus,estimoitu,ckd-epi-kaavalla	ml/min/173m2	6354	146
s-k/l-s-v	NA	604268	146
fs-ph	NA	0526	146
virtsansolujenhl7-siirtoon	e6/l	55114	146
s-iglck-v	NA	606137	146
b-hba1c/pi	NA	3657981	146
sk-mrsavi	NA	45445	146
b-tp53-d	NA	21599	146
albumiini	%	10813	146
p-korsol	nmol/l	604893	146
pt-gluk-r6:p-gluk2hnäyte	mmol/l	0329	146
tyroksiini,vapaa	NA	4832	146
fp-ca	mmol/l	2013	146
5400	NA	5400	146
p-psa-v	ug/l	3946038	146
bm-kromhem	NA	2152	146
b-edta-nä	NA	18367	146
fs-ca-ion	mmol/l	0527	146
pt-gluk-r6:fp-gluk0-näyte	mmol/l	0327	146
bio-nla-s	NA	629995	146
testosteroni,vapaalaskettu	pmol/l	16451	146
b-leuk-vt	NA	11018	146
globuliini	%	10826	146
zb-hbo2sat	NA	11457	146
u-ds6	NA	10214	146
pt-gfreepio1	ml/min/173m2	90062	146
patologianlaskutus,päijät-häme	NA	23360	146
s-äitseul	NA	0880	146
p-crp	NA	1604619	146
li-solut	NA	622543	146
pt-gluk-r6:p-gluk1hnäyte	mmol/l	0328	146
troponiinit	ng/l	4532	146
pt-syke	times/min	11025	146
b-temp	NA	562	146
s-iglcl-v	NA	606138	146
oma-crp-pi	NA	7351891	146
b-lymfos	%	3223	146
ps-mrsavi	NA	45444	146
f-baktvi1	NA	607250	146
s-stpn5	NA	21222	146
s-ttgaba	NA	604931	146
s-parvnho	NA	4344	146
mrsavi	NA	1004358	145
fp-kol-hdl	mmol/l	602855	145
p-il6	NA	10779	145
p-gt	u/l	7010046	145
pt-luutih2	NA	609134	145
pt-ekgsis[lt[entietokoneanalyysin	NA	1272	145
b-retikulosyytit	e9/l	2581	145
s-hepyabg	NA	609456	145
p-ps-agv	%	3004000	145
f-kalprotektiini	ug/g	4803	145
ps-stranho	NA	1665320	145
u-leukb	NA	0575	145
fp-kol-ldl	NA	102099	145
fibriinind-dimeerit,pikatesti,veri	mg/l	23283	145
-trigly	mmol/l	13230	145
b-pvk+tk	NA	1630450	145
s-kol	NA	1102095	145
fs-ca++7.4	mmol/l	0528	145
vb-be	NA	4933	145
b-eos	NA	1332	145
s-dpteroe	NA	1605055	145
b-pvk+t	NA	623735	145
p-crp-o	NA	10004	145
p-tt-inr	NA	1605218	145
b-leuk-pt	e9/l	23319	145
ab-hb-met	NA	50036	145
u-baktb	NA	0576	145
kolesteroli,lowdensitylipoproteiinit	mmol/l	6433	145
fp-lipaas	u/l	10305	145
li-hsvabg	eiu	4402	145
s-sjögreninsyndroma,a(ro52)-vasta-aineet	NA	13755	145
s-dengab	NA	3520	145
p-inr	NA	4004520	144
hb(nla)	g/l	akinla0003	144
ks-viabil	NA	20856	144
omaastmatesti	NA	620126	144
pf-gran	%	779	144
21794	NA	21794	144
-hepynho	NA	651900	144
s-rib-pab	NA	13730	144
s-hcg-o	NA	1103449	144
s-ruokaer	NA	3000508	144
s-normet	NA	2407	144
s-osmol	NA	1002443	144
s-ana	NA	45013	144
v-hct	NA	0054	144
hsvpvi	NA	4401	144
fev	NA	9510	144
pt-audio-1	NA	2103151	144
bakteeri,viljely2(aerobiviljely)	NA	3492	144
cu-alb-mi	NA	637351	144
f-camp-vi	NA	2021	144
-ana	NA	4279	144
p-mg	mmol/l	102303	144
li-eos	%	50371	144
u-huume-5b	NA	10278	144
fev1	NA	9508	144
b-pikacrp	NA	815	144
u-pbg-o	NA	2487	144
s-ttgabg	NA	1606384	144
b-crp	mg/l	1216	144
p-haptog	g/l	1605302	144
v-na	NA	0051	144
v-hb	NA	0055	144
-crp-pika	mg/l	9011	144
fvc	NA	9509	144
b-erblast	NA	1602870	144
s-vlseabg	au/ml	618439	144
sy-eryt	NA	6003732	144
v-k	NA	0052	144
p-at3.	%	602874	143
b-lcd34	NA	4330	143
s-kardabg	NA	11064	143
b-hb	e9/l	1552	143
nu-alb	NA	618177	143
läheteyleislääkärille	NA	6931	143
s-qfevcf	NA	20130	143
afer-mnst	e9/tuote	11915	143
s-chpnab	NA	3003586	143
f-calpro	ug/g	2926547	143
b-eos	NA	4001330	143
hba1cpikatesti	NA	0134	143
b-hba1c	NA	3632264	143
b-neutr	%	3238	143
u-bendi-o	estimate	1178	143
p-crp	mg/l	603219	143
s-koirae	NA	1605048	143
p-reumafaktori,määritys	NA	3550	143
u-makrof.	/sunf	0016	143
pt-eeg-2	NA	6280	143
p-probnp(k	ng/l	1604609	143
u-albkre	NA	1029	143
p-aboabbm	titre	8366	143
pt-kons-1	NA	762	143
fs-b12-vit	pmol/l	1137	143
s-c-ancab	NA	10158	143
l-lymfosyytit	%	371	143
afer-leukt	e9/tuote	11916	143
l-neutrofiilit	%	370	143
v-ica	NA	0053	143
nu-alb	NA	618176	143
-lab-läh	NA	17103	143
cp-ohbutlb	mmol/l	9176	142
u-na	mmol/l	3002386	142
s-ena	NA	10282	142
u-albkre	NA	1623128	142
pt-bodypl	NA	1191	142
s-testovl	pmol/l	9897	142
fl-leuk	NA	12110	142
pt-krea-cl	ml/s/173	2146	142
u-stpnag	NA	613236	142
cb-gluk	NA	3616	142
b-kreases	umol/l	0761	142
s-igf1	NA	3253	142
triglyseridit	mmol/l	27702	142
b-neut	NA	4003238	142
fs-folaat	nmol/l	1001416	142
crp-vt	NA	462	142
pt-ekg-24	NA	6016	142
afer-mns	e8/kg	10328	142
s-testovl	NA	9897	142
b-hba1cvt	mmol/mol	2897646	142
p-antifxa	NA	1003828	142
oma-audio	NA	4601180	142
pt-gluk-r1	NA	631291	142
ps-stra-o	NA	9740	142
!pak.maitoiggvasta-aineet	%	9008	142
p-ca12-5	NA	6364	142
s-pakkask	NA	18192	142
cb-gluk	NA	5409	142
p-ck-mbm	ug/l	607466	142
fl-hiivana	NA	14835	142
vp-gluk-2h	mmol/l	9109	142
u-alb-mi	mg/l	609415	142
s-golim	mg/l	9434	142
p-crp-poc	mg/l	45940	142
b-pvk	pg	2473	142
-kiiretutk	NA	10283	142
s-hepyaba	NA	609453	142
b-pvk	g/l	2473	142
b-hba1c	mmol/mol	603189	142
p-probnp	NA	610558	142
b-pvk	fl	2473	142
ex-syto-1c	NA	14080	142
du-ca	mmol/24h	2011	142
b-sop.koe	NA	10834	142
b-baso	NA	4003157	141
rhdnegseul	NA	13631	141
u-alb	NA	1030	141
pt-gluk-r6	NA	603132	141
pt-hertta	NA	10636	141
s-hcg-b/d	ug/l	13603	141
pt-vartspq	NA	20881	141
s-ema	NA	3003729	141
b-monos	NA	4003230	141
ntkmom	NA	3636085	141
s-rarah3e	u/ml	20802	141
mygenho	NA	13114	141
-kvriski	NA	10638	141
b-täydellinenverenkuva(pi)	NA	3696	141
l-baso(a)	NA	4001168	141
s-ssa-60	u/ml	13756	141
l-mono(a)	NA	4000399	141
trhicl-na	NA	2764	141
s-pujoe	NA	1605126	141
p-d-25	nmol/l	4001220	141
b-hemoglobiinipikahoitoyksiköt	g/l	8515	141
-cmvnh	u/ml	1715	141
cb-be	NA	313	141
e-rdw	%	620578	141
ikäriski	NA	3636032	141
b-ly	NA	4003223	141
s-pappa	mu/l	604533	141
pappakmom	NA	3636086	141
p-na-ses	mmol/l	0752	141
urpanho	NA	13475	141
b-ghba1c/pika	%	1607246	141
tri18risuh	NA	3636307	141
u-kemseul,op	NA	103268_3	141
l-eos(a)	NA	4001332	141
l-neut(a)	NA	4000398	141
p-ca	mmol/l	1605254	141
p-uraat	umol/l	7010056	141
p-pbnp-lb	NA	9145	141
pt-fvspird	NA	6007	141
u-k	NA	3002004	141
s-tshrab	NA	7032650	141
pf-syto	NA	615603	141
b-diflave	NA	8080	141
hcgbvkmom	NA	3636088	141
u-bupre-o	estimate	4203	141
tricnho	NA	13474	141
pt-aktig	NA	1732	141
sprv-neula	NA	20606	141
s-ttgabg	NA	2606384	141
ap-shco3	mmol/l	9217	141
s-hcg-b-v	ug/l	604532	141
u-krea	mmol/l	0797	141
li-unäkö-o	NA	3002847	141
b-thb	NA	110	141
u-kemseul,ket	NA	103268_2	141
afer-leuk	e9/l	10336	141
myhonho	NA	13476	141
l-lymf(a)	NA	4009235	141
s-ige	u/ml	1101673	141
u-nitr-o	NA	10097	140
u-huum-ps	NA	20718	140
fl-hiivavi	NA	10070	140
s-hbsab	NA	101608	140
u-kemseul,nit	NA	103268_7	140
s-krea	NA	1102143	140
fs-kreatiniini	umol/l	2143	140
crp-pika	NA	604292	140
u-ph	NA	10099	140
p-tnt-vt	NA	621380	140
s-t4-v	pmol/l	3002836	140
albumiininjakreatiniininsuhde	NA	9522	140
s-kefakle	u/ml	7138	140
kalsium,osatutkimus(p-ca)	mmol/l	4598	140
fp-nh4-ion	NA	1001071	140
s-proteiini,fraktiot	NA	2522	140
u-kemseul,leuk	NA	103268_8	140
p-gluk	mmol/l	0270	140
14228	NA	14228	140
u-opiaa-o	estimate	2435	140
u-kemseul,ph	NA	103268_5	140
u-kemseul,prot	NA	103268_6	140
p-alb	g/l	104586	140
u-gluk-o	NA	10093	140
e-aborhab	NA	2951	140
pt-hpvlbc	NA	11093	140
u-albkrea	NA	2630745	140
u-kemseul,eryt	NA	103268_4	140
-dmriski	NA	10639	140
u-alb-o	NA	10098	140
s-koivspe	NA	7015	140
s-emabg	NA	602022	140
s-prot-fr	NA	601947	140
u-canna-o	estimate	3455	140
zb-o2-vol	NA	3582	140
u-keto-o	NA	10095	140
kolesteroli,lowdensitylipoproteiinit(ldl)/lipidit(4599fp-kol-ldl/lipidit),osatutkimus	mmol/l	4599	140
l-baso	%	6001168	140
u-koka-o	estimate	4128	140
sienvi,viljely(pintasieniviljely,sisältäävärjäyksen)	NA	3509	140
u-eryt-o	NA	10096	140
s-sjögreninsyndroma,a(ro60)-vasta-aineet	NA	13756	140
b-tnt-o-pika	NA	5017733	140
p-crp	mg/l	625398	140
s-norklot	NA	8962	140
p-ca-albk	NA	1613775	140
u-amfet-o	estimate	1055	140
clue-celle	NA	0939	139
pt-punktio	NA	50486	139
s-sitrulliinipeptidi,vasta-aineet	u/ml	4744	139
fvc/brdil	NA	9562	139
pt-luutil3	NA	21200	139
sy-kide-o	NA	102055	139
s-iglck-v	mg/l	0169	139
monosyytit/tvk	e9/l	3230	139
pt-brdil	NA	2682	139
p-fidd	mg/l	2104113	139
s-pisto2	NA	7035457	139
fl-baktna	NA	12100	139
trich.nat.	NA	0927	139
p-tfr	NA	2603042	139
s-tyroksiini,vapaa	pmol/l	VI2836	139
zb-ahco3	NA	11456	139
pt-gluk-r	NA	3629270	139
s-emaaba	NA	4390	139
fev1/brdil	NA	9561	139
13192	%	13192	139
-streptokokki,viljely	NA	2703	139
afer-cd34	e6/kg	10331	139
leuc	NA	0938	139
13193	%	13193	139
p-c-reaktiivinenproteiini(pikanäyte)	NA	1217	139
kissa	u/ml	974	139
fev/brdil	NA	9560	139
s-hepyaba	u/ml	3003953	139
cand.nativ	NA	0926	139
u-cr	NA	2149	139
pt-gfre-md	NA	605059	139
p-ca12-5	NA	1003414	139
zb-pco2	NA	1624	139
zb-po2	NA	1538	139
11737	NA	11737	139
s-borrelia,vasta-aineet,lausunto	NA	12120	139
s-ana(ait)	NA	10983	139
-infrsv	NA	46647	139
pika-crp	NA	603005	138
b-lcd34	e9/l	4330	138
u-erytstix	NA	PAIKALLINEN5569011	138
-kat-vi	NA	4753	138
s-hcg	NA	102122	138
u-leukstix	NA	PAIKALLINEN5569014	138
hba1cvieri	NA	14214	138
ly-hlab27	NA	2103075	138
s-iglcvex	NA	23383	138
b-hba1cvt	%	2897645	138
u-epit	NA	615361	138
s-borrabm	NA	629990	138
21622	NA	21622	138
p-vrab-o	NA	607788	138
ab-hb-vt	g/l	11576	138
b-jak2-d	form	4952	138
erikois-nä	NA	9465	138
glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	21218	138
p-kol-ldl	mmol/l	3969979	138
l-baso	NA	0183	138
p-ca-albk(laskennallinentutkimus)	mmol/l	63840	138
s-borrab	NA	629993	138
u-glukstix	NA	PAIKALLINEN5569009	138
u-nitrstix	NA	PAIKALLINEN5569013	138
l-neut	%	602965	138
sy-leuk	NA	6003080	138
pt-kliininenrasituskoe,spiroergometria	NA	2065	138
s-metnef	NA	13705	138
pt-ekg/päi	NA	2600159	138
s-borrabg	NA	629991	138
pikahb	NA	56	138
s-testovl	pmol/l	9261	138
s-sldl	mmol/l	532	138
u-baktv	NA	115	138
l-lymf	%	602966	138
sy-neut	%	0365	138
s-iglcl-v	mg/l	0261	138
am-kromos	NA	2150	138
fl-streptococcusagalactiae(b),viljely	NA	1729	138
s-ebvabm	u/ml	1337	138
cb-shco3	mmol/l	50041	138
b-diffmik	NA	8180	138
l-mono	%	602968	138
s-prealbumiini	g/l	2494	137
u-huumtof	NA	50442	137
b-ghb-a1cv	mmol/mol	1559	137
vb-be-vt	mmol/l	11584	137
s-psa	NA	625759	137
p-krea	umol/l	603249	137
b-rna.kt	NA	50504	137
fl-strbvi	NA	1603584	137
streptococcus,viljely(hemolyytt.streptokokit)	NA	2703	137
fb-leuk	NA	102218	137
s-pappa	NA	613102	137
b-diffi-o	NA	3480	137
uristix(nla)	NA	akinla0018	137
ly-cd4-t	NA	22081	137
pt-obd-1	NA	616519	137
li-hsv1nho	NA	8398	137
l-eos	%	602967	137
p-psa-suh	%	12233	137
s-evirabm	NA	10941	137
b-fv-d	form	4410	137
p-gluk	NA	1001471	137
l-eos	NA	6001332	137
s-hcg-b-v	NA	613101	137
bakteeri,seulontavirtsasta	NA	8005	137
p-tfr	NA	613076	137
oma-cp-glu	NA	1601503	137
u-a1miglo	mg/l	4757	137
p-tnt	NA	600822	137
s-pöly-s	u/ml	0940	137
l-baso	%	602969	137
sy-neut	%	7033152	137
p-cl	mmol/l	3002080	137
b-hba1c/pika	NA	2644720	137
ts-padgast	NA	1621820	137
pt-nselv	NA	21427	137
f-projekti	NA	19993	137
fs-trfesat	NA	3008498	137
pt-gfre-cg	NA	605110	137
p-probnp	ng/l	606036	137
p-haptoglobiini	g/l	14804	137
la-cd34	e9/l	8380	136
s-ampmyre	u/ml	7130	136
p-ige	NA	6458	136
b-fii-d	form	1920	136
cp-gluk-po	NA	8716	136
p-probnp	NA	3897325	136
s-kissae	NA	1605093	136
pt-ekg,pitkäaikaisrekisteröinti(24h),kytkentä,analysointi,lausunto	NA	1279	136
s-parp�h	NA	7084	136
c-reaktiivinenproteiini,vieritutkimus	NA	462	136
pad	NA	0002	136
ps-strtunn	NA	8659	136
-influenssab-virus,nukleiinihappo(kval)	NA	6194	136
s-fsh	iu/l	101422	136
s-b12-vitamiini,transkobalamiiniii:eensitoutun	pmol/l	1142	136
työpaikanhuumetutkimus4a	NA	9211	136
ts-ngssca1	NA	9944	136
pika-crp	NA	627152	136
s-igesiru	NA	20684	136
f-cldivit	NA	0636	136
u-huum-ct	NA	55023	136
u-prot	NA	3002519	136
b-neut	e9/l	603289	136
f-elast1	ug/g	6001718	136
s-kipa	NA	9202	136
fs-krea	umol/l	102143	136
s-pölyer	u/ml	2600112	136
b-hla2prk	NA	22003	136
p-ca-albk	NA	633154	136
-influenssaa-virus,nukleiinihappo(kval)	NA	4896	136
s-pölyer	u/ml	5287	136
pt-koveegj	NA	21172	135
sy-ly	%	7033476	135
-pocabrc,-cv19nho	NA	22360_-CV19NHO	135
b-mon,tmd	e3/ul	13012	135
l-eos	NA	0182	135
