id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
6362,LABfi,p-t3-v,P -T3-V,"P -Trijodityroniini, vapaa","P -Trijodtyronin, fritt",pmol/l,2014003793,3026989
6363,LABfi,p-cea,P -CEA,P -Karsinoembryonaalinen antigeeni,P -Carcinoembryonalt antigen,ug/l,2014003794,3003785
6364,LABfi,p-ca 12-5,P -CA 12-5,P -CA 12-5 antigeeni,P -CA 12-5 antigen,kU/l,2014003795,3037551
6365,LABfi,p-ca 15-3,P -CA 15-3,P -CA 15-3 antigeeni,P -CA 15-3 antigen,kU/l,2014003796,42529200
6366,LABfi,p-ca 19-9,P -CA 19-9,P -CA 19-9 antigeeni,P -CA 19-9 antigen,kU/l,2014003797,42529201
6367,LABfi,p-lh,P -LH,P -Luteinisoiva hormoni,P -Luteiniserande hormon,U/l,2014003798,3009214
6368,LABfi,p-fsh,P -FSH,P -Follikkelia stimuloiva hormoni,P -Follikelstimulerande hormon,U/l,2014003799,42529215
6369,LABfi,fp-c-pept,fP-C-Pept,"fP-C-peptidi, proinsuliinin","fP-C-peptid, proinsulinets",nmol/l,2014003800,4229110
6370,LABfi,pt-ekg3vrk,Pt-EKG3vrk,"Pt-EKG, pitkäaikaisrekisteröinti (yli 3 vrk), analysointi, lausunto","Pt-EKG långtidstrening (över 3 dygn), analysering, utlåtande",Lomake,2014003801,NA
6371,LABfi,-dermnho,-DermNhO,"-Dermatofyytit, nukleiinihappo, kval","-Dermatofyter, nukleinsyra (kval)",Lomake,2014003802,NA
6372,LABfi,pp-baktnh     ,Pp-BaktNh      ,"Pp-Bakteeri, nukleiinihappo (kvant), ientasku                                                                          ","Pp-Bakterie, nukleinsyra (kvant), tandficka",Lomake,2014003803,NA
6373,LABfi,b-nipttri         ,B -NIPTtri         ,B -Sikiön trisomiatutkimus äidin verinäytteestä,B -Fostrets trisomiundersökning från moderns blodprov,Lomake,2014003804,NA
6374,LABfi,b-niptdel       ,B -NIPTdel       ,B -Sikiön trisomia- ja mikrodeleetiotutkimus äidin verinäytteestä,B -Fostrets trisomi- och mikrodeletionsundersökning från moderns blodprov,Lomake,2014003805,NA
6375,LABfi,f-paranho,F -ParaNhO,"F -Parasiitit, nukleiinihappo (kval)","F -Parasiter, nukleinsyra (kval)",Lomake,2014003806,NA
6376,LABfi,-tygl,-Tygl,-Tyreoglobuliini,-Tyreoglobulin,ug/l,2014003807,NA
6377,LABfi,b-kras-fd,B -KRAS-fD,"B -KRAS-geenin mutaatiotutkimus, solunulkoinen (free) DNA","B -KRAS-genen, mutationsundersökning",Lomake,2014003808,NA
6378,LABfi,b-egfr-fd,B -EGFR-fD,"B -EGFR-geenin mutaatiotutkimus, solunulkoinen (free) DNA","B -EGFR-genen, mutationsundersökning",Lomake,2014003809,NA
6379,LABfi,s-adaliab,S -AdaliAb,"S -Adalimumabi, vasta-aineet",S -Antikroppar mot adalimumab,Lomake,2014003810,NA
6380,LABfi,s-infliab,S -InfliAb,"S -Infliksimabi, vasta-aineet",S -Antikroppar mot infliximab,Lomake,2014003811,1175556
6381,LABfi,s-infli,S -Infli,S -Infliksimabi,S -Infliximab,mg/l,2014003812,3042299
6382,LABfi,s-adali,S -Adali,S -Adalimumabi,S -Adalimumab,mg/l,2014003813,44786774
6383,LABfi,fl-strbnho,Fl-StrBNhO,"Fl-Streptococcus agalactiae (B), nukleiinihappo (kval)","Fl-Streptococcus agalactiae (B), nukleinsyra (kval)",Lomake,2014003814,NA
6384,LABfi,p-ca-albk,P -Ca-Albk,"P -Kalsium, albumiinikorjattu","P -Kalcium, albuminkorrigerad",Lomake,2014003815,3020059
6385,LABfi,ps-stranho,Ps-StrANhO,"Ps-Streptococcus pyogenes (A), nukleiinihappo (kval)","Ps-Streptococcus pyogenes (A), nukleinsyra (kval)",Lomake,2014003816,NA
6386,LABfi,p-efa,P -EFA,"P -Rasvahapot, välttämättömät","P -Fettsyror, essentiella",Lomake,2014003817,NA
6387,LABfi,pt-meeting,Pt-Meeting,"nU-Porfobilinogeeni, yövirtsasta (aamuvirtsasta)",Pt-Klinisk patologisk behandling av patientfall,Lomake,2014003818,NA
6388,LABfi,ts-padkolp,Ts-PADKolp,Ts-Kolposkopianäytteiden histologinen tutkimus,Ts-Histologisk undersökning av kolposkopibiopsi,Lomake,2014003819,NA
6389,LABfi,ts-padendo,Ts-PADEndo,Ts-Kohdun limakalvon histologisen materiaalin tutkimus,Ts-Undersökning av biopsi från livmoderslemhinnan,Lomake,2014003820,NA
6390,LABfi,se-trigly,Se-Trigly,Se-Triglyseridit,Se-Triglycerider,mmol/l,2014003821,NA
6391,LABfi,pf-probnp,Pf-proBNP,"Pf-Natriureettinen peptidi, B-tyypin N-terminaalinen propeptidi","Pf-Natriuretisk peptid, B-typens N-terminala propeptid",ng/l,2014003822,46236287
6392,LABfi,s-ebvnabg,S -EBVnAbG,"S -Eppstein-Barrin virus, tuma-antigeeni, IgG-vasta-aineet","S -Epstein-Barr-virus, nukleära antigen, IgG antikroppar",U/ml,2014003823,3007080
6393,LABfi,ly-tsc-fc,Ly-TSc-Fc,"Ly-Immunofenotyypitys, T-solut alaluokat, laaja","Ly-Immunfenotypning, T-celler subklasser, omfattande",Lomake,2014003824,NA
6394,LABfi,ly-bsc-fc,Ly-BSc-Fc,"Ly-Immunofenotyypitys, B-solut alaluokat, laaja","Ly-Immunfenotypning, B-celler subklasser, omfattande",Lomake,2014003825,NA
6395,LABfi,p-c-pepta,P -C-PeptA,"P -C-peptidi, proinsuliinin, aterianjälkeinen","P -C-peptid från proinsulin, postprandiell",nmol/l,2014003826,40759040
6396,LABfi,s-c-pepta,S -C-PeptA,"S -C-peptidi, proinsuliinin, aterianjälkeinen","S -C-peptid från proinsulin, postprandiell",nmol/l,2014003827,NA
6397,LABfi,s-he4,S -HE4,S  Epididymaalinen antigeeni 4 (HE4),S -Epididymalprotein 4 (HE4),pmol/l,2014003828,NA
6398,LABfi,p-he4,P -HE4,P -Epididymaalinen antigeeni 4 (HE4),P -Epididymalprotein 4 (HE4),pmol/l,2014003829,40758310
6399,LABfi,am-lamel,Am-Lamel,Am-Lamellaarikappaleet,Am-Lamellära kroppar,E9/l,2014003830,NA
6400,LABfi,b-ohbutyr,B -OHButyr,B -Beeta-hydroksibutyraatti,B -Beta-hydroxibutyrat,mmol/l,2014003831,NA
6401,LABfi,p-d-25,P -D-25,P -D-vitamiini-25-OH,P -D-vitamin-25-OH,nmol/l,2014003832,40771025
6402,LABfi,p-etoh,P -EtOH,P -Etanoli,P -Etanol,mmol/l,2014003833,3020191
6403,LABfi,p-hcg,P -hCG,P -Koriongonadotropiini,P -Koriongonadotropin,IU/l,2014003834,3018171
6404,LABfi,p-rf,P -RF,"P -Reumafaktori, määritys","P -Reumafaktor, bestämning",IU/ml,2014003835,3021614
6405,LABfi,p-ccpab,P -CCPAb,"P -Sitrulliinipeptidi, vasta-aineet","P -Citrullinerad peptid, antikroppar",U/ml,2014003836,NA
6406,LABfi,p-tpoab,P -TPOAb,"P -Tyreoideaperoksidaasi, vasta-aineet","P -Tyreoideaperoxidas, antikroppar",IU/ml,2014003837,3027238
6407,LABfi,fp-lipoa1,fP-LipoA1,"fP-Lipoproteiini, apo A1","fP-Lipoprotein, apo A1",g/l,2014003838,NA
6408,LABfi,fp-lipob,fP-LipoB,"fP-Lipoproteiini, apo B","fP-Lipoprotein, apo B",g/l,2014003839,NA
6409,LABfi,fp-lipot,fP-Lipot,"fB-Apolipoproteiinit ApoA1, ApoB ja ApoB/A1","fP-Apolipoproteiner, ApoA1, ApoB och ApoB/A1",g/l,2014003840,NA
6410,LABfi,fs-lipot,fS-Lipot,"fS-Apolipoproteiinit ApoA1, ApoB ja ApoB/A1","fS-Apolipoproteiner, ApoA1, ApoB och ApoB/A1",g/l,2014003841,NA
6411,LABfi,ts-rcd-fc,Ts-RCD-Fc,"Ts-Immunofenotyypitys, refraktaarikeliakia","Ts-Immunfenotypning, refraktär celiaki",Lomake,2014003842,NA
6412,LABfi,lu-pad,Lu-PAD,"Lu-Keuhkon parenkyymitaudin selvittely, biopsianäyte","Lu-Utredning av parenkymsjukdom i lunga, biopsi",Lomake,2014003843,NA
6413,LABfi,sk-padnerv,Sk-PADnerv,Sk-Ihohermotutkimus,Sk-Hudnervundersökning,Lomake,2014003844,NA
6414,LABfi,s-myosab,S -MyosAb,"S -Myosiittitutkimus, vasta-aineet","S -Myositundersökning, antikroppar",Lomake,2014003845,43055089
6415,LABfi,u-mdimda,U -MDIMDA,U -Metyleenidifenyylidi-isosyanaatti (MDI),U -Metylendifenyldiisocyanat (MDI),Lomake,2014003846,NA
6416,LABfi,u-tma,U -TMA,U -Trimetyyliamiini,U -Trimetylamin,Lomake,2014003847,NA
6417,LABfi,p-pbdseul  ,P -PBDSeul  ,P -Peroksisomien toimintahäiriöiden seulonta,"P -Peroxisomala sjukdomar, screening",Lomake,2014003848,NA
6418,LABfi,s-sterol,S -Sterol,S -Sterolit ,S -Steroler,Lomake,2014003849,NA
6419,LABfi,p-cdgseul,P -CDGSeul,P -Synnynnäisten glykosylaatiohäiriöiden seulonta  ,"P -CDG-syndrom, screening",Lomake,2014003850,NA
6420,LABfi,s-cdgseul,S -CDGSeul,S -Synnynnäisten glykosylaatiohäiriöiden seulonta   ,"S -CDG-syndrom, screening",Lomake,2014003851,NA
6421,LABfi,p-osterol   ,P -Osterol   ,P -Oksisterolit ,P -Oxysteroler,Lomake,2014003852,37019495
6422,LABfi,b-asyykar,B -Asyykar,B -Asyylikarnitiini,B -Acylkarnitin,Lomake,2014003853,NA
6423,LABfi,p-insu,P -Insu,P -Insuliini,P -Insulin,pmol/l,2014003854,NA
6424,LABfi,li-cxcl13,Li-CXCL13,Li-CXCL13 -kemokiinipitoisuus,Li -CXCL13-kemokinhalten i cerebrospinalvätska,pg/ml,2014003855,NA
6425,LABfi,di-urea,Di-Urea,Di-Urea,Di-Urea,mmol/l,2014003856,NA
6426,LABfi,se-krea,Se-Krea,Se-Kreatiniini,Se-Kreatinin,umol/l,2014003857,NA
6427,LABfi,s-trigly,S -Trigly,S -Triglyseridit,S -Triglycerider,mmol/l,2014003858,NA
6428,LABfi,s-kol,S -Kol,S -Kolesteroli,S -Kolesterol,mmol/l,2014003859,3019900
6429,LABfi,p-kol,P -Kol,P -Kolesteroli,P -Kolesterol,mmol/l,2014003860,3019900
6430,LABfi,s-kol-hdl,S -Kol-HDL,"S -Kolesteroli, high density lipoproteiinit","S -Kolesterol, high density lipoproteiner",mmol/l,2014003861,3023602
6431,LABfi,p-kol-hdl,P -Kol-HDL,"P -Kolesteroli, high density lipoproteiinit","P -Kolesterol, high density lipoproteiner",mmol/l,2014003862,3023602
6432,LABfi,s-kol-ldl,S -Kol-LDL,"S -Kolesteroli, low density lipoproteiinit","S -Kolesterol, low density lipoproteiner",mmol/l,2014003863,3001308
6433,LABfi,p-kol-ldl,P -Kol-LDL,"P -Kolesteroli, low density lipoproteiinit","P -Kolesterol, low density lipoproteiner",mmol/l,2014003864,3001308
6434,LABfi,s-lipidit,S -Lipidit,S -Lipidit,S -Lipider,g/l,2014003865,NA
6435,LABfi,p-lipidit,P -Lipidit,P -Lipidit,P -Lipider,Lomake,2014003866,NA
6436,LABfi,s-lipoa1,S -LipoA1,"S -Lipoproteiini, apo A1","S -Lipoprotein, apo A1",mg/l,2014003867,3008364
6437,LABfi,s-lipob,S -LipoB,"S -Lipoproteiini, apo B","S -Lipoprotein, apo B",mg/l,2014003868,3014791
6438,LABfi,s-lipoc,S -LipoC,"S -Lipoproteiini, apo C","S -Lipoprotein, apo C",mg/l,2014003869,3003969
6439,LABfi,p-lipoa1,P -LipoA1,"P -Lipoproteiini, apo A1","P -Lipoprotein, apo A1",g/l,2014003870,3008364
6440,LABfi,p-lipob,P -LipoB,"P -Lipoproteiini, apo B","P -Lipoprotein, apo B",g/l,2014003871,3014791
6441,LABfi,se-urea,Se-Urea,Se-Urea,Se-Urea,mmol/l,2014003872,NA
6442,LABfi,pd-gluk,Pd-Gluk,Pd-Glukoosi,Pd-Glukos,mmol/l,2014003873,NA
6443,LABfi,u-spma,U -SPMA,U -S-fenyylimerkaptuurihappo,U -S-fenylmerkaptursyra,Lomake,2014003874,NA
6444,LABfi,-hpvnhty ,-HPVNhTy  ,"-Papilloomavirus, genotyypin määritys","-Papillomvirus, genotypning",Lomake,2014003875,NA
6445,LABfi,-hhpvnho,-hHPVNhO,"-Papilloomavirus, nukleiinihappo, suuren riskin (kval)","-Papillomvirus, nukleinsyra, stort risk (kval)",Lomake,2014003876,NA
6446,LABfi,-hpvseul,-HPVseul ,"-Papilloomavirus, seulonta","-Papillomvirus, screening",Lomake,2014003877,NA
6447,LABfi,s-fit/pgf,S -FIt/PGF,S -Endoteelikasvutekijän liukoisen reseptorin (S -sFlt-1) ja plasentaalisen kasvutekijän (S -PlGF) suhde,S -Förhållandet mellan S -sFlt-1 och  S -PlGF,Lomake,2014003878,NA
6448,LABfi,s-sfit1,S -sFIt1,S -Endoteelikasvutekijän liukoinen reseptori,S -Löslig vaskulär endotelcellstillväxtfaktor receptor-1,Lomake,2014003879,NA
6449,LABfi,s-pigf,S -PIGF,S -Plasentaalinen kasvutekijä          ,S -Placental tillväxtfaktor,Lomake,2014003880,NA
6450,LABfi,s-inhibb,S -InhibB,S -Inhibiini B,S -Inhibin B,ng/l,2014003881,3045781
6451,LABfi,s-testovl,S -TestoVL,"S -Testosteroni, vapaa, laskettu","S -Testosteron, fritt, beräknat",pmol/l,2014003882,3018301
6452,LABfi,s-topira,S -Topira,S -Topiramaatti,S -Topiramat,mg/l,2014003883,3025481
6453,LABfi,-tyglab,-TyglAb,"-Tyreoglobuliini, vasta-aineet","-Tyreoglobulin, antikroppar",IU/ml,2014003884,NA
6454,LABfi,f-hhbseul,F -hHbSeul,"F-Hemoglobiini, ihmisen, seulontatutkimus","F -Hemoglobin, humant, screening",Lomake,2014003885,NA
6455,LABfi,f-hhb,F -hHb,"F -Hemoglobiini, ihmisen (kvant)","F -Hemoglobin, humant",ug/g,2014003886,NA
6456,LABfi,ps-strnho,Ps-StrNhO,"Ps-Streptococcus, nukleiinihappo (kval)","Ps-Streptococcus, nukleinsyra (kval)",Lomake,2014003887,NA
6457,LABfi,p-igd,P -IgD,P -Immunoglobuliini D,P -Immunglobulin D,mg/l,2014003888,NA
6458,LABfi,p-ige,P -IgE,P -Immunoglobuliini E,P -Immunglobulin E,kU/l,2014003889,3005322
6459,LABfi,p-afxaedo,P -aFXaEdo,"P -Edoksabaani, estovaikutus hyytymistekijä Xa:han   ","P -Edoxaban, hämmande effekt på koagulationsfaktor Xa",ug/l,2014003890,36660577
6460,LABfi,b- at3-d,B - AT3-D,"B -Antitrombiini P73L -mutaatio, DNA-tutkimus","Antitrombin P73L -mutation, DNA-undersökning",Lomake,2014003891,NA
6461,LABfi,s-c-pept,S -C-Pept,S -C-peptidi,S -C-peptid,nmol/l,2014003892,NA
6462,LABfi,p-pct,P -PCT,P -Prokalsitoniini,P -Prokalcitonin,ug/l,2014003893,NA
6463,LABfi,li-crneag,Li-CrneAg,"Li-Cryptococcus neoformans, antigeeni","Li-Cryptococcus neoformans, antigen",Lomake,2014003894,NA
6464,LABfi,s-crneag,S -CrneAg,"S -Cryptococcus neoformans, antigeeni","S -Cryptococcus neoformans, antigen",Lomake,2014003895,NA
6465,LABfi,pt-rinomak,Pt-RinomAk,Pt-Akustinen rinometria        ,Pt-Akustisk rinometri,Lomake,2014003896,NA
6466,LABfi,-cv19nho,-CV19NhO,"-COVID-19-koronavirustauti, nukleiinihappo (kval)","-COVID-19-coronavirus sjukdom, nukleinsyra (kval)",Lomake,2014003897,706163
6467,LABfi,p-sterol,P -Sterol,P -Sterolit,P -Steroler,Lomake,2014003898,NA
6468,LABfi,s-hcg-tot,S -hCG-tot,"S -Koriongonadotropiini, totaali","S -Koriongonadotropin, total",IU/l,2014003899,NA
6469,LABfi,p-hcg-tot,P -hCG-tot,"P -Koriongonadotropiini, totaali","P -Koriongonadotropin, total",IU/l,2014003900,NA
6470,LABfi,b-huuml,B -HuumL,"B -Huume- ja lääkeainetutkimus, laaja","B -Drog- och läkemedelsscreening, omfattande",Lomake,2014003901,NA
6471,LABfi,me-huuml-o,Me-HuumL-O,"Me-Huume- ja lääkeainetutkimus, osoitus",Me-Drog- och läkemedelsscreening (kval),Lomake,2014003902,NA
6472,LABfi,u-huumlct,U -HuumLCt,"U -Huume- ja lääkeainetutkimus, laaja, varmistus","U -Drog- och läkemedelsscreening, omfattande, bekräftelse",Lomake,2014003903,NA
6473,LABfi,b-vrharv,B -VRHarv,"B -Veriryhmä, harvinaiset","B -Blodgrupp, sällsynta",Lomake,2014003904,NA
6474,LABfi,b-vrrhjt,B -VRRhJt,"B -Veriryhmä, Rh, jatkotutkimus","B -Blodgrupp, Rh, fortsatt undersökning",Lomake,2014003905,NA
6475,LABfi,b-vrabojt,B -VRABOJt,"B -Veriryhmä, ABO, jatkotutkimus","B -Blodgrupp, ABO, fortsatt undersökning",Lomake,2014003906,NA
6476,LABfi,s-cv19ab,S -CV19Ab,"S -COVID-19 -koronavirustauti, vasta-aineet","S -COVID-19-coronavirussjukdom, antikroppar",Lomake,2014003907,706179 706181 723473
6477,LABfi,s-cv19aba,S -CV19AbA,"S -COVID-19 -koronavirustauti, IgA-vasta-aineet","S -COVID-19-coronavirussjukdom, IgA antikroppar",Lomake,2014003908,723473
6478,LABfi,s-cv19abg,S -CV19AbG,"S -COVID-19 -koronavirustauti, IgG-vasta-aineet","S -COVID-19-coronavirussjukdom, IgG antikroppar",Lomake,2014003909,723474
6479,LABfi,s-cv19abm,S -CV19AbM,"S -COVID-19 -koronavirustauti, IgM- vasta-aineet","S -COVID-19-coronavirussjukdom, IgM antikroppar",Lomake,2014003910,NA
6480,LABfi,p-cv19ab,P -CV19Ab,"P -COVID-19 -koronavirustauti, vasta-aineet","P -COVID-19-coronavirussjukdom, antikroppar",Lomake,2014003911,NA
6481,LABfi,p-cv19aba,P -CV19AbA,"P -COVID-19 -koronavirustauti, IgA-vasta-aineet","P -COVID-19-coronavirussjukdom, IgA antikroppar",Lomake,2014003912,NA
6482,LABfi,p-cv19abg,P -CV19AbG,"P -COVID-19 -koronavirustauti, IgG-vasta-aineet","P -COVID-19-coronavirussjukdom, IgG antikroppar",Lomake,2014003913,NA
6483,LABfi,p-cv19abm,P -CV19AbM,"P -COVID-19 -koronavirustauti, IgM-vasta-aineet","P -COVID-19-coronavirussjukdom, IgM antikroppar",Lomake,2014003914,NA
6484,LABfi,b-cv19ab,B -CV19Ab,"B -COVID-19 -koronavirustauti, vasta-aineet","B -COVID-19-coronavirussjukdom, antikroppar",Lomake,2014003915,NA
6485,LABfi,b-cv19aba,B -CV19AbA,"B -COVID-19 -koronavirustauti, IgA-vasta-aineet","B -COVID-19-coronavirussjukdom, IgA antikroppar",Lomake,2014003916,NA
6486,LABfi,b-cv19abg,B -CV19AbG,"B -COVID-19 -koronavirustauti, IgG-vasta-aineet","B -COVID-19-coronavirussjukdom, IgG antikroppar",Lomake,2014003917,NA
6487,LABfi,b-cv19abm,B -CV19AbM,"B -COVID-19 -koronavirustauti, IgM-vasta-aineet","B -COVID-19-coronavirussjukdom, IgM antikroppar",Lomake,2014003918,NA
6488,LABfi,b-everoli,B -Everoli,B -Everolimuusi,B -Everolimus,ug/l,2014003919,3030703
6489,LABfi,sk-mmr-et,Sk-MMR-Et,"Sk-MMR, DNA-virheenkorjauskyky, erikoistekniikka (Lynch syndrooma)","Sk-MMR, mismatchreparation i DNA, specialteknik (Lynch syndrom)",Lomake,2014003920,NA
6490,LABfi,p-plab,P -PLAb,"P -Fosfolipidi, vasta-aineet","P -Fosfolipid, antikroppar",Lomake,2014003921,NA
6492,LABfi,-cv19ag,-CV19Ag,"COVID-19-koronavirustauti, antigeeni","COVID-19-coronavirussjukdom, antigen",Lomake,2014003922,NA
6493,LABfi,p-b2gpabm,P -B2GPAbM,"P -Beeta-2-glykoproteiini, IgM-vasta-aineet","P -Beta-2-glykoprotein, IgM antikroppar",Lomake,2014003923,NA
6494,LABfi,p-b2gpabg,P -B2GPAbG,"P -Beeta-2-glykoproteiini, IgG-vasta-aineet","P -Beta-2-glykoprotein, IgG antikroppar",Lomake,2014003924,NA
6495,LABfi,p-kardabg,P -KardAbG,"P -Kardiolipiini, IgG-vasta-aineet","P -Kardiolipin, IgG antikroppar",Lomake,2014003925,NA
6496,LABfi,p-kardabm,P -KardAbM,"P -Kardiolipiini, IgM-vasta-aineet","P -Kardiolipin, IgM antikroppar",Lomake,2014003926,NA
6497,LABfi,p-hbcabm,P -HBcAbM,"P -Hepatiitti B -virus, c-antigeeni, IgM-vasta-aineet","P -Hepatit B-virus, c-antigen, IgM antikroppar",Lomake,2014003927,NA
6498,LABfi,p-hbcab,P -HBcAb,"P -Hepatiitti B -virus, c-antigeeni, vasta-aineet","P -Hepatit B-virus, c-antigen, antikroppar",Lomake,2014003928,NA
6499,LABfi,p-hcvab,P -HCVAb,"P -Hepatiitti C -virus, vasta-aineet","P -Hepatit C-virus, antikroppar",Lomake,2014003929,NA
6500,LABfi,p-hbsag,P -HBsAg,P -Hepatiitti B -viruksen s-antigeeni,"P -Hepatit B-virus, s-antigen",Lomake,2014003930,NA
6501,LABfi,p-hcvnh,P -HCVNh,"P -Hepatiitti C -virus, nukleiinihappo (kvant)","P -Hepatit C-virus, nukleinsyra (kvant)",IU/ml,2014003931,NA
6502,LABfi,p-hbvnh,P -HBVNh,"P -Hepatiitti B -virus, nukleiinihappo (kvant)","P -Hepatit B-virus, nukleinsyra (kvant)",IU/ml,2014003932,NA
6503,LABfi,p-hbsab,P -HBsAb,"P -Hepatiitti B -virus, s-antigeeni, vasta-aineet","P -Hepatit B-virus, s-antigen, antikroppar",IU/ml,2014003933,NA
6504,LABfi,pt-eeg-häl,Pt-EEG-Häl,"Pt-Elektroenkefalografia (EEG), hälytysindikaatiot","Pt-Elektroencefalografi (EEG), larmindikering",Lomake,2014003934,NA
6505,LABfi,pt-eegamv1,Pt-EEGAmV1,"Pt-Elektroenkefalografia (EEG) ambulatorinen pitkäaikaisrekisteröinti videokuvalla, ensimmäinen vuorokausi","Pt-Elektroencefalografi (EEG) ambulatorisk långtidsregistrering med videobild, första dygnet",Lomake,2014003935,NA
6506,LABfi,pt-eegamv2,Pt-EEGAmV2,"Pt-Elektroenkefalografia (EEG) ambulatorinen pitkäaikaisrekisteröinti videokuvalla, jatkovuorokausi","Pt-Elektroencefalografi (EEG) ambulatorisk långtidsregistrering med videobild, ytterligare dygn",Lomake,2014003936,NA
6507,LABfi,pt-eegpav1,Pt-EEGPaV1,"Pt-Elektroenkefalografia (EEG) pitkäaikaisrekisteröinti videokuvalla, ensimmäinen vuorokausi","Pt-Elektroencefalografi (EEG) långtidsregistrering med videobild, första dygnet",Lomake,2014003937,NA
6508,LABfi,pt-eegpav2,Pt-EEGPaV2,"Pt-Elektroenkefalografia (EEG) pitkäaikaisrekisteröinti videokuvalla, jatkovuorokausi","Pt-Elektroencefalografi (EEG) långtidsregistrering med videobild, ytterligare dygn",Lomake,2014003938,NA
6509,LABfi,pt-eeg-sd1,Pt-EEG-SD1,"Pt-EEG-rekisteröinti subduraalielektrodein, ensimmäinen vuorokausi","Pt-EEG-registrering med subduralelektroder, första dygnet",Lomake,2014003939,NA
6510,LABfi,pt-eeg-sd2,Pt-EEG-SD2,"Pt-EEG-rekisteröinti subduraalielektrodein, jatkovuorokausi","Pt-EEG-registrering med subduralelektroder, ytterligare dygn",Lomake,2014003940,NA
6511,LABfi,pt-seeg-1,Pt-SEEG-1,"Pt-Stereo-EEG-rekisteröinti, ensimmäinen vuorokausi","Pt-Stereo-EEG-registrering, första dygnet",Lomake,2014003941,NA
6512,LABfi,pt-seeg-2,Pt-SEEG-2,"Pt-Stereo-EEG-rekisteröinti, jatkovuorokausi","Pt-Stereo-EEG-registrering, ytterligare dygn",Lomake,2014003942,NA
6513,LABfi,pt-eneg-tt,Pt-ENEG-TT,Pt-Hermo- tai lihasvasteen ärtyvyyskynnysmittaus,"Pt-Elektroneurografi, nerv- eller muskeltröskelrespons",Lomake,2014003943,NA
6514,LABfi,pt-nmus-1,Pt-NMUS-1,"Pt-Neuromuskulaarinen ultraäänitutkimus, tavallinen","Pt-Neuromuskulär undersökning med ultraljud, vanlig",Lomake,2014003944,NA
6515,LABfi,pt-nmus-2,Pt-NMUS-2,"Pt-Neuromuskulaarinen ultraäänitutkimus, vaativa","Pt-Neuromuskulär undersökning med ultraljud, krävande",Lomake,2014003945,NA
6516,LABfi,pt-st-pf,Pt-ST-PF,Pt-Muu psykofyysinen mittaus,Pt-Annan psykofysisk mätning,Lomake,2014003946,NA
6517,LABfi,pt-ans-et,Pt-ANS-Et,Pt-Muu autonomisen hermoston tutkimus erityistekniikoilla,Pt-Annan undersökning av det autonoma nervsystemet med specialteknik,Lomake,2014003947,NA
6518,LABfi,pt-kin,Pt-Kin,Pt-Kinesiologinen tutkimus,Pt-Kinesiologisk undersökning,Lomake,2014003948,NA
6519,LABfi,pt-sl,Pt-SL,Pt-Silmänliiketutkimus,Pt-Undersökning av ögonrörelser,Lomake,2014003949,NA
6520,LABfi,pt-nyg,Pt-NyG,Pt-Nystagmografia,Pt-Nystagmografi,Lomake,2014003950,NA
6521,LABfi,pt-mv-et,Pt-Mv-Et,Pt-Muu liike- tai tasapainotutkimus erityistekniikoilla,Pt-Annan rörelse- eller balansundersökning med specialteknik,Lomake,2014003951,NA
6522,LABfi,pt-perg,Pt-PERG,Pt-Elektroretinografia kuvioärsykkeelle,Pt-Mönsterelektroretinografi (pERG),Lomake,2014003952,NA
6523,LABfi,pt-erg-mf,Pt-ERG-Mf,Pt-Multifokaalinen ERG,Pt-Multifokal-ERG,Lomake,2014003953,NA
6524,LABfi,pt-eog,Pt-EOG,Pt-Elektro-okulografia,Pt-Elektrookulografi,Lomake,2014003954,NA
6525,LABfi,pt-ntms-mt,Pt-nTMS-MT,Pt-Navigoitu aivokuoren motorisen kynnyksen määritys,Pt-Navigerad magnetstimulering för bestämning av motoriska hjärnbarkens tröskel,Lomake,2014003955,NA
6526,LABfi,pt-ntms-pu,Pt-nTMS-Pu,Pt-Navigoitu magneettistimulaatio aivokuoren puhealueiden määrittämiseksi,Pt-Navigerad magnetstimulering för bestämning av hjärnbarkens talområden,Lomake,2014003956,NA
6527,LABfi,pt-tms-pp,Pt-TMS-PP,"Pt-Motorinen herätevastetutkimus magneettistimulaatiolla, paripulssitekniikka","Pt-Motorisk transkraniell magnetisk stimuleringsundersökning (MEP), parvis puls",Lomake,2014003957,NA
6528,LABfi,pt-tms-sai,Pt-TMS-SAI,Pt-Lyhytkestoisen afferentin inhibition määritys magneettistimulaatiotekniikalla,Pt-Bestämning av kortvarig afferent inhibition genom magnetisk stimuleringsteknik,Lomake,2014003958,NA
6529,LABfi,pt-tep,Pt-TEP,Pt-EEG-herätevaste magneettistimulaatiolle,Pt-EEG-reaktionspotentialer för magnetstimulering,Lomake,2014003959,NA
6530,LABfi,pt-ep-et,Pt-EP-Et,Pt-Muu herätevastetutkimus erityistekniikoilla,Pt-Annan stimuleringsundersökning med specialteknik,Lomake,2014003960,NA
